pair_id,search_path,ref_path,gt_x,gt_y,scale,rotation
0073,data/pairs/0073/search.png,data/pairs/0073/reference.png,492.07025441509444,510.9780666019409,10.0,-0.30554798696288676
0074,data/pairs/0074/search.png,data/pairs/0074/reference.png,510.31613794224614,470.555825158889,10.0,-1.245277213596924
0075,data/pairs/0075/search.png,data/pairs/0075/reference.png,497.61219825362764,484.35491064025865,10.0,0.638258713753415
0076,data/pairs/0076/search.png,data/pairs/0076/reference.png,523.2490300339299,486.8004511666517,10.0,1.638332154319825
0077,data/pairs/0077/search.png,data/pairs/0077/reference.png,493.204653889991,473.9796071574025,10.0,-1.803787832368886
0078,data/pairs/0078/search.png,data/pairs/0078/reference.png,492.066437780466,485.0695877873377,10.0,-0.3115733639013927
0079,data/pairs/0079/search.png,data/pairs/0079/reference.png,500.2967235909548,471.6385543118616,10.0,-0.032672866752832874
0080,data/pairs/0080/search.png,data/pairs/0080/reference.png,514.4561632661974,486.68304551754073,10.0,-0.44347869292972675
0081,data/pairs/0081/search.png,data/pairs/0081/reference.png,477.1049814476805,520.3323726621933,10.0,-1.0674873247117391
0082,data/pairs/0082/search.png,data/pairs/0082/reference.png,496.62465182579496,498.4258739514508,10.0,0.9758019667858178
0083,data/pairs/0083/search.png,data/pairs/0083/reference.png,509.0435036937805,483.6054313216948,10.0,1.0740061380714483
0084,data/pairs/0084/search.png,data/pairs/0084/reference.png,513.6844218442099,529.2356167620048,10.0,0.8781436273382983
0085,data/pairs/0085/search.png,data/pairs/0085/reference.png,502.08084210965643,480.2467345960601,10.0,-0.44392778514289777
0086,data/pairs/0086/search.png,data/pairs/0086/reference.png,484.01881090727215,519.1252731056288,10.0,-1.7654058140664088
0087,data/pairs/0087/search.png,data/pairs/0087/reference.png,518.1868714783483,477.53046171276435,10.0,0.737144447530262
0088,data/pairs/0088/search.png,data/pairs/0088/reference.png,490.65677443624224,521.0348134337178,10.0,-1.5496818989034296
0089,data/pairs/0089/search.png,data/pairs/0089/reference.png,488.7797026058485,486.3063342973265,10.0,1.4223028253800374
0090,data/pairs/0090/search.png,data/pairs/0090/reference.png,519.5786336023925,485.45987519783756,10.0,0.5016679694702417
0091,data/pairs/0091/search.png,data/pairs/0091/reference.png,523.5904546740453,493.55182935588414,10.0,1.7677491628680442
0092,data/pairs/0092/search.png,data/pairs/0092/reference.png,500.74113619968614,481.5702316221205,10.0,0.15209111645945494
0093,data/pairs/0093/search.png,data/pairs/0093/reference.png,495.76703408320515,506.2172320521583,10.0,-1.3418366274722278
0094,data/pairs/0094/search.png,data/pairs/0094/reference.png,516.989871749273,527.8700186583793,10.0,1.7763166797730365
0095,data/pairs/0095/search.png,data/pairs/0095/reference.png,508.0603512212982,523.6095275180046,10.0,-1.3733374315560676
0096,data/pairs/0096/search.png,data/pairs/0096/reference.png,520.1145933795054,511.8253907838882,10.0,-1.201906010822166
0097,data/pairs/0097/search.png,data/pairs/0097/reference.png,470.48407398990526,512.8988562930112,10.0,-0.3500488566697597
0098,data/pairs/0098/search.png,data/pairs/0098/reference.png,499.3542817626422,495.25714670816365,10.0,-1.7770627833072394
0099,data/pairs/0099/search.png,data/pairs/0099/reference.png,476.32205181978316,479.27834943953997,10.0,1.646404961250052
